employee_id,name,age,gender,department,jobrole,education,maritalstatus,monthlyincome,yearsatcompany,overtime,performancerating,attrition,dateofhire,dateofexit
4217,Brian Miller,42.0,Male,Sales,Manager,Bachelor,Single,11933.0,14,No,1,No,2015-01-07,
5980,Dawn Watts,41.0,Male,It,Executive,Master,Married,13352.0,10,No,2,Yes,,
5370,Frank Cooper,22.0,Female,Finance,Consultant,Phd,Divorced,6340.0,13,No,1,Yes,,
3840,Margaret Martin,21.0,Male,Sales,Engineer,Bachelor,Married,4128.0,4,Yes,5,Yes,2013-12-07,2017-07-12
4649,Brian Ochoa,54.0,Female,Finance,Consultant,High School,Single,7092.0,0,Yes,5,No,,
9034,Brandon Hood,32.0,Female,It,Engineer,High School,Single,10378.0,13,Yes,5,Yes,,2024-12-30
6623,Jacob West,48.0,Female,R&D,Consultant,Master,Married,8411.0,3,Yes,5,No,,
4675,Matthew Taylor,30.0,Male,Finance,Consultant,Master,Divorced,13601.0,11,Yes,2,Yes,,
2532,Jeremiah Hensley,32.0,Male,R&D,Analyst,High School,Divorced,13616.0,7,Yes,2,Yes,,
1327,Erica Combs,25.0,Female,It,Consultant,Phd,Single,5011.0,10,Yes,5,No,2012-07-10,
1716,Melissa Wiley,52.0,Female,Finance,Manager,Phd,Married,10612.0,5,Yes,4,No,2018-06-02,
1683,Terry Sanders,59.0,Male,Sales,Analyst,Bachelor,Divorced,9904.0,7,No,4,No,,
9235,Pamela Raymond,25.0,Male,Hr,Executive,High School,Divorced,5219.0,12,Yes,5,Yes,2021-06-04,
9925,Marc Moreno,30.0,Female,R&D,Engineer,Bachelor,Single,13541.0,11,Yes,4,No,,2025-09-24
9912,Christopher Baker,48.0,Female,Sales,Technician,Master,Single,4309.0,0,No,1,Yes,,
2659,Danielle Gay,27.0,Female,Finance,Engineer,Phd,Married,2626.0,4,No,1,Yes,,
3060,David Cooper,41.0,Male,R&D,Manager,Bachelor,Married,12978.0,9,Yes,3,Yes,2017-05-03,
7420,Dana Christensen,21.0,Female,R&D,Manager,Bachelor,Married,7923.0,8,No,3,Yes,,
3957,Anthony Cain,58.0,Female,Sales,Analyst,Bachelor,Single,7892.0,1,No,4,Yes,,
5494,Aaron Cervantes,58.0,Male,R&D,Manager,Bachelor,Single,10192.0,14,No,3,Yes,,
2567,Erika Stark,50.0,Female,Sales,Manager,Bachelor,Single,5670.0,4,Yes,3,No,,
5905,Amanda Booker,58.0,Male,R&D,Consultant,Master,Married,14700.0,2,Yes,2,Yes,,
2048,Kenneth Holloway,29.0,Female,Sales,Engineer,Phd,Divorced,5349.0,6,No,2,Yes,,
2880,Crystal Smith DVM,36.0,Female,R&D,Manager,Bachelor,Single,7820.0,10,Yes,1,Yes,,
4355,Patrick West,47.0,Male,Sales,Consultant,Phd,Single,6509.0,11,No,3,No,2023-07-08,
3537,Lori Peterson,48.0,Female,Finance,Analyst,High School,Divorced,14394.0,7,No,5,No,,
4397,Robert Richardson,27.0,Male,R&D,Consultant,Bachelor,Single,12725.0,9,No,2,Yes,,
8230,Sandra Huerta,38.0,Male,Hr,Analyst,Phd,Divorced,8395.0,7,No,1,Yes,,
6441,Raymond Moore,44.0,Male,R&D,Engineer,High School,Married,8549.0,6,Yes,2,No,,
1519,Stephen Werner,32.0,Male,Hr,Technician,High School,Divorced,12040.0,6,Yes,2,No,2023-11-10,2029-10-11
8925,Thomas Jackson,44.0,Female,It,Consultant,Phd,Single,12631.0,3,No,1,Yes,,
2929,Richard Stout,22.0,Female,It,Executive,Bachelor,Divorced,13092.0,8,Yes,2,No,,
2168,Elizabeth Miller,57.0,Female,Hr,Engineer,Phd,Married,13293.0,9,Yes,3,Yes,,
3589,Michael Vazquez,56.0,Female,Finance,Technician,Phd,Married,12050.0,11,Yes,3,No,,
2397,Laura Robinson MD,30.0,Female,Hr,Technician,Phd,Married,13016.0,6,No,3,No,,
5743,Elizabeth Wheeler,55.0,Male,R&D,Analyst,Bachelor,Single,13522.0,11,No,1,Yes,,
3085,Sarah Oneal,51.0,Male,Hr,Manager,High School,Married,10526.0,14,Yes,2,Yes,,
9926,Shawna Gillespie,26.0,Male,Sales,Executive,Bachelor,Divorced,3475.0,13,No,1,No,,
6855,Alfred Craig,42.0,Male,Finance,Manager,Master,Divorced,9799.0,11,Yes,2,Yes,,
1024,Emily Miller,46.0,Male,Finance,Consultant,High School,Divorced,6688.0,2,Yes,5,Yes,,
2598,Joshua Castaneda,54.0,Female,Hr,Executive,Phd,Single,14483.0,5,Yes,4,Yes,,
8791,Michelle Ford,31.0,Female,Finance,Engineer,Phd,Single,8814.0,4,Yes,1,Yes,,2027-12-19
9839,Todd Johnson,20.0,Male,It,Analyst,Phd,Single,13669.0,12,No,1,No,2020-10-01,
8234,Rebekah Clark,45.0,Male,Sales,Technician,High School,Married,10738.0,12,Yes,4,Yes,2010-06-11,
6202,Scott Bowman,42.0,Male,Sales,Technician,Master,Married,4253.0,2,Yes,5,Yes,,
7769,Charles English,24.0,Female,R&D,Technician,Bachelor,Single,10484.0,5,No,5,Yes,2023-02-09,
5984,Justin Davis,34.0,Female,Sales,Consultant,Phd,Single,7375.0,10,No,3,Yes,,
6901,Juan Davis,38.0,Female,Sales,Analyst,Phd,Married,6053.0,5,No,3,Yes,2011-08-10,
1961,Alexis Gross,23.0,Male,Finance,Engineer,High School,Divorced,9371.0,1,Yes,5,No,,2013-11-22
8184,Jennifer Schmitt,56.0,Female,Sales,Analyst,Bachelor,Divorced,8814.0,11,No,4,Yes,,
2348,Kim Moore,58.0,Female,Hr,Manager,Bachelor,Married,13236.0,6,Yes,3,Yes,,2028-09-15
1650,Elizabeth Ramirez,42.0,Male,R&D,Executive,Bachelor,Single,9187.0,6,Yes,5,Yes,,
3041,Aaron Henson,46.0,Female,Sales,Consultant,High School,Single,6755.0,4,Yes,4,Yes,,
3516,Alicia Allen,32.0,Male,Finance,Analyst,Phd,Divorced,6654.0,12,Yes,3,No,,
1268,Francisco Adkins,31.0,Male,Hr,Technician,Bachelor,Divorced,12957.0,10,Yes,5,Yes,,
4037,Joshua Salinas,43.0,Female,Finance,Executive,Master,Divorced,6354.0,7,No,3,No,2015-10-10,
1521,Brandon Whitney,55.0,Male,Sales,Executive,Bachelor,Married,12137.0,7,Yes,5,Yes,,
1177,Renee Davis,26.0,Female,Hr,Manager,High School,Single,10492.0,12,No,1,No,,
9047,Sara Hughes,43.0,Male,Sales,Manager,Bachelor,Divorced,10150.0,12,Yes,3,No,,
4113,Nicholas Mccoy,22.0,Female,Finance,Consultant,Bachelor,Single,7799.0,10,No,4,No,,
7905,Rachel Ford,27.0,Female,It,Engineer,Phd,Single,11948.0,12,Yes,3,No,,2030-11-02
9862,Austin Smith,23.0,Female,Sales,Consultant,High School,Divorced,10489.0,9,Yes,1,No,,
1259,Kelsey Kaufman,33.0,Female,Sales,Technician,Phd,Single,6883.0,8,No,3,No,,
2604,Justin Hansen,23.0,Male,It,Executive,High School,Married,3159.0,5,No,3,Yes,,
1378,Dawn Bailey,33.0,Female,R&D,Executive,High School,Divorced,11954.0,13,Yes,3,No,,
5856,Sheri Williams,38.0,Female,Sales,Analyst,Phd,Married,8512.0,5,No,2,Yes,,
8912,Morgan Davis,33.0,Female,Hr,Technician,Phd,Married,3322.0,4,No,5,Yes,,2015-05-11
3500,William Neal,21.0,Male,Finance,Executive,Master,Single,14753.0,4,Yes,3,Yes,,
1891,Karen Valdez,24.0,Male,Hr,Technician,Bachelor,Married,12539.0,8,Yes,4,No,2022-12-12,
1673,Kenneth Rice,58.0,Female,R&D,Executive,Bachelor,Single,11666.0,9,No,2,Yes,,2021-11-29
5252,Bryan Russell,45.0,Female,Hr,Analyst,Bachelor,Single,13041.0,14,Yes,2,No,,2039-07-29
8968,Donna Watkins,23.0,Female,Hr,Executive,Bachelor,Married,4346.0,2,Yes,2,No,2012-08-12,
6638,Matthew Jones,45.0,Female,Sales,Technician,Master,Married,11975.0,1,Yes,2,No,,
3408,Anthony Harmon,38.0,Male,Hr,Analyst,High School,Divorced,4972.0,7,No,3,No,,
2661,Stephen Stevens,44.0,Male,Unknown,Analyst,High School,Single,8034.0,8,Yes,3,No,2011-07-09,
5236,Amanda Wade,31.0,Female,R&D,Analyst,High School,Single,8478.0,3,Yes,5,Yes,,
8688,Michael Johnson,29.0,Female,Sales,Engineer,High School,Divorced,14860.0,10,Yes,2,Yes,,
9555,Keith Brown,40.0,Female,R&D,Engineer,High School,Married,8814.0,8,Yes,3,No,,
6752,Kristina Johnson,48.0,Male,R&D,Technician,Phd,Divorced,7355.0,5,Yes,4,Yes,,
9591,Erin Lewis,46.0,Male,Sales,Analyst,Bachelor,Married,11090.0,14,No,5,No,,
9128,Thomas Wilson,46.0,Female,R&D,Consultant,High School,Divorced,13051.0,11,No,3,No,,
1560,Christopher Harper,42.0,Female,R&D,Manager,Phd,Single,7664.0,3,No,1,No,,
7427,Jacqueline Garza,42.0,Male,Finance,Manager,Bachelor,Single,5236.0,14,Yes,4,No,,
9568,Daniel Long,45.0,Male,Hr,Consultant,High School,Divorced,10470.0,8,Yes,2,No,,
7886,Sherry Mcmahon,36.0,Male,It,Engineer,High School,Divorced,3198.0,7,Yes,3,No,2014-03-03,
1903,Amy Leonard,48.0,Female,It,Consultant,Phd,Married,6422.0,10,Yes,5,No,,
3393,Sarah Wilkerson,35.0,Female,It,Engineer,Bachelor,Married,7480.0,9,No,3,No,,
3570,Jessica Johnson,45.0,Female,Sales,Consultant,High School,Single,3284.0,1,No,4,No,2017-04-02,
7377,Anne Walker,44.0,Male,Sales,Technician,High School,Divorced,5655.0,6,No,4,No,2024-08-05,
6344,Alexis Manning,22.0,Male,Sales,Executive,Bachelor,Single,8814.0,0,No,2,Yes,2023-01-04,
7991,Jose Douglas,50.0,Female,It,Consultant,Bachelor,Single,12360.0,4,Yes,1,Yes,,
8766,Charlotte Huber,54.0,Male,It,Analyst,Phd,Single,5874.0,8,Yes,4,No,,
3253,Brianna Stokes,49.0,Male,Sales,Consultant,Master,Married,6697.0,11,No,5,No,,
9906,Kaitlin Howell,51.0,Female,Finance,Manager,Bachelor,Divorced,6144.0,14,Yes,4,Yes,,
8135,Joel Sanchez,55.0,Male,Finance,Analyst,Bachelor,Single,12317.0,4,Yes,1,No,,
2446,Matthew Adams,41.0,Female,It,Executive,Bachelor,Single,7147.0,0,Yes,5,No,,
6915,Kevin Warren,24.0,Male,R&D,Technician,Phd,Married,11700.0,4,Yes,4,Yes,,
3306,Carla Dyer,32.0,Female,Finance,Technician,Phd,Single,14388.0,2,No,2,No,2019-04-09,
8918,Thomas Coleman,26.0,Male,Unknown,Engineer,Phd,Married,9662.0,11,Yes,5,No,2024-01-06,
4001,Jeremy Lawrence,34.0,Female,It,Manager,Bachelor,Single,12949.0,12,Yes,4,No,,
9414,Christopher Valenzuela,38.0,Female,R&D,Consultant,High School,Single,7805.0,3,Yes,2,Yes,,
7146,Diana Holt,40.0,Female,Finance,Analyst,High School,Married,9472.0,0,No,2,No,2024-01-06,
7778,Keith Bailey,31.0,Female,Finance,Technician,Bachelor,Single,8814.0,9,No,2,Yes,,
6501,Darrell Bond,55.0,Female,Sales,Technician,Phd,Single,6107.0,14,Yes,5,No,,2034-08-17
5093,Katrina Moss,56.0,Female,Sales,Manager,Phd,Single,5976.0,13,Yes,4,Yes,,
9174,Allen Smith,36.0,Female,It,Consultant,Phd,Divorced,14657.0,6,No,4,No,,
5480,Leslie Richard,23.0,Female,Finance,Executive,Bachelor,Divorced,6459.0,9,Yes,5,No,,
6077,Mrs. Rebecca Thomas,52.0,Male,Finance,Technician,Bachelor,Divorced,8814.0,6,Yes,2,Yes,,
8739,Howard Lee Jr.,42.0,Female,Sales,Engineer,Phd,Single,6296.0,9,Yes,4,No,,
3745,Tiffany Sanford,31.0,Female,Sales,Analyst,Master,Divorced,12676.0,1,No,4,Yes,,
3326,David Simpson,26.0,Female,R&D,Engineer,High School,Single,9602.0,14,No,1,No,,
1706,Joshua Henderson,58.0,Male,Hr,Consultant,Phd,Married,9552.0,9,Yes,3,No,,
5466,Sherri Montes,30.0,Male,Sales,Manager,High School,Single,13620.0,13,No,2,Yes,,
3144,Nathan Heath,51.0,Female,R&D,Engineer,High School,Married,14374.0,13,No,4,Yes,,2029-06-26
9545,Sylvia Kennedy,47.0,Female,Unknown,Engineer,High School,Divorced,5700.0,0,No,3,No,,
9609,Mrs. Sarah Holland DDS,29.0,Male,R&D,Consultant,Master,Single,3566.0,7,Yes,3,No,2012-05-08,
4369,Jason Singleton,51.0,Male,Finance,Consultant,High School,Divorced,6695.0,0,Yes,1,No,,
9298,Krystal Williams,44.0,Male,R&D,Consultant,Phd,Married,9424.0,8,Yes,4,Yes,,
6771,Michelle Mccarthy,35.0,Male,Finance,Consultant,High School,Married,2683.0,14,Yes,4,No,,
5401,Ann Ball,20.0,Female,Hr,Executive,Phd,Single,3867.0,10,Yes,4,No,,
3490,Cynthia Nunez,51.0,Male,Finance,Technician,Bachelor,Married,8816.0,9,No,3,No,,
2702,Devin Stevenson,43.0,Female,R&D,Analyst,Bachelor,Single,12268.0,5,No,5,No,,
8200,Stephanie Ball,38.0,Male,Sales,Consultant,Master,Single,14095.0,11,Yes,2,No,,
7262,Lance Meza,42.0,Male,Sales,Consultant,Phd,Single,8861.0,0,No,1,Yes,,2019-09-14
6412,Jesse Gray,33.0,Female,Finance,Executive,Phd,Divorced,12456.0,5,No,4,No,2016-01-08,
2827,Stacey Parker,48.0,Female,It,Executive,Phd,Divorced,3718.0,11,Yes,5,No,,
7001,Jamie Williams,51.0,Male,Finance,Engineer,Bachelor,Married,5290.0,14,No,4,No,,
9532,Hayden Mcconnell,53.0,Male,It,Executive,Master,Divorced,14828.0,3,Yes,3,Yes,2013-03-10,
5676,Denise Craig,52.0,Male,R&D,Executive,Master,Married,9656.0,11,Yes,3,No,,
6459,Stefanie Brown,55.0,Male,R&D,Analyst,Bachelor,Single,13204.0,5,No,4,No,2021-07-03,
4541,Alexis Chandler,22.0,Male,Hr,Analyst,Bachelor,Divorced,3134.0,12,Yes,2,Yes,,
3426,Becky Mullen,32.0,Female,Sales,Consultant,Master,Divorced,7733.0,4,Yes,5,Yes,,
5937,Jennifer Chavez,58.0,Male,Sales,Manager,Master,Married,3422.0,13,No,4,No,,
9593,William Glover Jr.,52.0,Female,Hr,Analyst,Master,Single,3793.0,13,No,1,Yes,,
9117,Jennifer Hale,28.0,Male,Sales,Consultant,Phd,Married,11997.0,5,Yes,5,Yes,,
4345,Carl Jones,21.0,Female,Sales,Manager,Bachelor,Divorced,10398.0,13,No,1,No,,
3389,Terry Brown,51.0,Female,Hr,Engineer,Phd,Married,11859.0,12,Yes,1,Yes,,
3628,Jill Collins,57.0,Male,R&D,Manager,High School,Divorced,11285.0,9,No,2,Yes,2023-06-06,
9498,Brandon Navarro,22.0,Female,It,Consultant,High School,Single,6345.0,0,No,1,Yes,,
5310,Johnny Haney,40.0,Female,Hr,Technician,High School,Married,11254.0,6,No,4,No,,
2744,Daniel Graham,42.0,Male,R&D,Manager,High School,Divorced,5752.0,1,Yes,5,Yes,,
3036,Kimberly Martinez,59.0,Male,Finance,Manager,Master,Divorced,4876.0,7,Yes,1,No,,2027-07-25
5750,John Thompson,39.0,Female,Finance,Consultant,Master,Single,4387.0,3,No,1,No,,2026-07-09
7064,Sarah Adkins,26.0,Male,Finance,Manager,Master,Single,2662.0,11,Yes,4,No,,
6020,Stephanie Wilkinson,34.0,Female,It,Technician,High School,Married,3171.0,14,Yes,2,Yes,,
9173,James Gonzales,53.0,Female,R&D,Executive,High School,Divorced,8419.0,11,No,1,Yes,,
6106,Candice Jones,43.0,Male,Hr,Technician,High School,Married,3507.0,11,Yes,1,No,,
9229,Michael Jensen,25.0,Female,It,Executive,Phd,Single,13318.0,5,Yes,1,No,,
9720,Cathy Douglas,23.0,Male,Sales,Engineer,Bachelor,Divorced,8814.0,5,No,4,No,,
9682,Joshua Dennis,51.0,Female,R&D,Analyst,Master,Divorced,6219.0,1,No,5,Yes,,
5640,Denise Guzman,28.0,Male,Hr,Analyst,Master,Single,13502.0,14,Yes,2,Yes,,
9209,Christopher Ruiz,36.0,Male,Hr,Engineer,High School,Divorced,4133.0,0,Yes,4,No,,
9987,Jerry Sexton,42.0,Male,Finance,Executive,Master,Single,8814.0,4,Yes,4,No,,
5709,Katrina Smith,41.0,Male,Sales,Analyst,High School,Single,13164.0,8,Yes,2,No,,
8318,Jordan Barron,47.0,Male,It,Analyst,High School,Divorced,8283.0,13,Yes,2,Yes,,
7612,James Wheeler,55.0,Male,It,Technician,Bachelor,Married,3293.0,2,No,5,No,,
8967,Megan Marshall,29.0,Female,It,Executive,High School,Single,7257.0,8,No,2,Yes,,
4408,Frederick Lynch,35.0,Male,Finance,Engineer,Phd,Single,6566.0,12,Yes,4,Yes,,2031-01-31
4143,Julie Hernandez,47.0,Female,R&D,Technician,High School,Divorced,13672.0,7,Yes,2,Yes,,
2939,Carlos Price,25.0,Male,Hr,Consultant,High School,Single,11401.0,3,No,5,Yes,,
2693,Cynthia West,56.0,Male,Finance,Engineer,Phd,Divorced,12082.0,2,Yes,2,No,,
5946,Natalie Anderson,38.0,Female,R&D,Manager,High School,Single,6671.0,12,Yes,5,No,,
1861,Amanda Huerta,52.0,Female,It,Engineer,Master,Divorced,3669.0,6,Yes,5,No,,
1030,Amy Kennedy,45.0,Female,R&D,Executive,Phd,Married,3816.0,0,Yes,4,Yes,,
1022,Edward Reed,40.0,Male,It,Technician,Bachelor,Divorced,9782.0,7,No,3,Yes,,
4062,Joseph Daniels,45.0,Male,It,Technician,Phd,Divorced,9248.0,2,Yes,3,No,2012-06-01,
7253,Sara Lucas,46.0,Female,Hr,Manager,Master,Single,14924.0,11,No,2,No,,
7571,Jordan Butler,24.0,Male,It,Consultant,Master,Single,2589.0,7,Yes,1,Yes,,
2262,Michelle Mckenzie,41.0,Male,Hr,Engineer,High School,Married,11369.0,0,Yes,1,Yes,,
5780,Kerry Pollard,30.0,Male,R&D,Manager,Bachelor,Divorced,7298.0,11,Yes,5,Yes,2016-12-08,
6671,George Liu,38.0,Male,R&D,Executive,Bachelor,Single,13155.0,8,Yes,3,No,2019-03-12,
7641,Curtis Wyatt,23.0,Male,Sales,Manager,Master,Married,7024.0,13,Yes,2,No,,
5434,William Schroeder,44.0,Male,R&D,Manager,Master,Married,11069.0,13,No,1,No,,
4736,Nancy Ho,24.0,Female,Sales,Technician,Phd,Single,8126.0,8,Yes,2,No,,2023-12-29
2214,Robert Barnett,31.0,Male,Sales,Engineer,Phd,Married,7732.0,4,No,4,No,,
4427,Kevin Pacheco,28.0,Male,Finance,Engineer,Master,Single,4916.0,11,No,3,Yes,,
1015,Emily Price,22.0,Male,R&D,Analyst,Bachelor,Single,13182.0,8,No,5,No,2011-02-08,
2773,Michael Blanchard,25.0,Male,Finance,Executive,High School,Single,12667.0,13,No,1,Yes,,
8392,Renee Powell,46.0,Male,Sales,Executive,High School,Divorced,8814.0,9,Yes,2,No,,
4712,Rodney Wilson,45.0,Female,It,Analyst,High School,Divorced,10625.0,4,No,3,Yes,,
5217,Krystal Ward,23.0,Female,R&D,Technician,Master,Married,2645.0,13,No,5,Yes,,
6628,Jennifer Mccormick,40.0,Male,Finance,Executive,Bachelor,Divorced,8814.0,2,Yes,3,No,,
1738,Christian Burch,30.0,Female,R&D,Analyst,Master,Divorced,7152.0,2,No,3,No,,
3356,Patricia Rodriguez,21.0,Male,Finance,Engineer,Bachelor,Married,5349.0,14,Yes,3,No,,
5435,Michael Wong,51.0,Male,It,Manager,Master,Single,4824.0,2,Yes,1,No,,2016-05-07
6308,Vincent Stark,53.0,Male,Hr,Executive,Phd,Married,12493.0,2,Yes,2,No,,2020-06-09
5764,Amanda Perry,44.0,Female,Finance,Consultant,High School,Single,8250.0,14,Yes,4,Yes,,
1951,Lance Ramirez,30.0,Female,Sales,Analyst,Bachelor,Single,9144.0,4,Yes,1,No,,2025-04-15
3938,Brooke Stevens,45.0,Male,Hr,Consultant,Bachelor,Single,13249.0,4,No,2,Yes,,
7766,Tonya Gillespie,48.0,Male,Finance,Executive,Master,Single,6830.0,6,No,5,No,,2022-10-16
2177,Katie Underwood,36.0,Female,R&D,Analyst,Phd,Married,12848.0,14,Yes,2,No,,
9253,Isaac Carrillo,33.0,Male,Finance,Consultant,High School,Married,9055.0,1,Yes,2,Yes,,
3378,Allen Mitchell,55.0,Female,It,Analyst,Phd,Single,12770.0,12,No,4,Yes,,2028-11-06
7538,Lindsey Harris,37.0,Male,R&D,Manager,Master,Divorced,13127.0,6,Yes,2,No,,
8876,Darlene Blankenship,27.0,Female,It,Technician,Phd,Single,5854.0,2,Yes,4,No,,
5997,James Lloyd,55.0,Female,Finance,Manager,Phd,Married,5641.0,3,No,2,No,2024-12-05,
6498,Chelsea Bartlett,21.0,Male,It,Engineer,Phd,Divorced,8814.0,12,Yes,4,No,,
5009,Lisa Hamilton,21.0,Male,Hr,Executive,Bachelor,Single,7237.0,0,No,5,Yes,,
1449,Jacob Martin,34.0,Female,R&D,Engineer,Phd,Divorced,9732.0,4,No,2,Yes,,2027-09-13
5351,Nicholas Gutierrez,46.0,Male,R&D,Technician,High School,Divorced,3605.0,4,No,2,No,2025-09-05,2029-05-09
8470,Lydia Simmons,49.0,Female,Finance,Executive,High School,Married,8704.0,2,No,3,No,,
1306,Taylor Harmon,54.0,Female,R&D,Executive,High School,Married,8814.0,4,Yes,4,Yes,,
1736,Alexander Tapia,47.0,Female,Finance,Analyst,Master,Single,9522.0,0,Yes,5,No,,
1892,Stephanie Williams,43.0,Female,R&D,Technician,Master,Divorced,9174.0,3,Yes,4,Yes,,
7243,Amanda Sanchez,46.0,Male,Sales,Technician,Master,Divorced,9882.0,12,No,3,No,,
3122,Matthew Williams,57.0,Female,Finance,Engineer,Bachelor,Divorced,12773.0,3,Yes,1,No,,2021-03-30
6547,Pamela Lee,40.0,Male,Sales,Consultant,Phd,Married,14361.0,9,Yes,2,Yes,2021-06-11,
5549,Paula Olson,44.0,Female,R&D,Technician,Phd,Married,11166.0,11,Yes,2,No,,2023-12-06
9215,Tyler Scott,53.0,Male,Sales,Analyst,Phd,Single,8198.0,8,No,2,Yes,,
6986,Ashley Dalton,56.0,Male,Finance,Technician,High School,Married,5624.0,5,No,5,No,,
8792,Emily Pollard,43.0,Female,Sales,Consultant,High School,Single,14958.0,5,Yes,5,Yes,,
6113,Wendy Patterson,38.0,Female,Sales,Engineer,High School,Married,14899.0,8,Yes,1,No,,
4252,Christopher Patterson,47.0,Male,Sales,Consultant,Master,Single,11788.0,8,No,4,Yes,,
7303,Kevin Green,26.0,Female,Sales,Manager,High School,Single,5063.0,6,No,2,Yes,,
5404,Ashley Watson,59.0,Male,Hr,Analyst,Master,Divorced,9024.0,9,Yes,5,Yes,,
1399,Robert Reyes,31.0,Female,Finance,Technician,High School,Married,3554.0,3,No,3,No,,
6522,Jesus Bailey,40.0,Female,Finance,Technician,Phd,Married,10675.0,0,Yes,3,Yes,2016-04-11,
6049,Christopher Pierce,23.0,Female,Unknown,Technician,Phd,Single,13639.0,7,No,2,Yes,,
7894,Ashley Gibson,23.0,Female,Finance,Technician,Bachelor,Single,5664.0,9,No,3,Yes,2015-03-09,
1921,Jennifer Hancock,51.0,Male,R&D,Technician,Bachelor,Divorced,8519.0,0,Yes,3,No,,
4954,Christopher Romero,40.0,Male,R&D,Consultant,Bachelor,Single,7968.0,7,No,2,No,2019-06-03,2026-03-06
1705,Kyle Tucker,39.0,Male,Hr,Executive,Master,Married,4429.0,3,No,2,No,,
5162,Stanley Walker,40.0,Female,R&D,Consultant,Bachelor,Divorced,12458.0,1,Yes,5,Yes,,
2409,Michael Johnson,46.0,Female,Finance,Engineer,Bachelor,Divorced,14827.0,7,No,3,Yes,,
8920,Amy Lamb,27.0,Male,Sales,Executive,High School,Divorced,7150.0,13,No,4,Yes,,
2782,Richard Walker,21.0,Male,It,Manager,Master,Married,4908.0,6,Yes,1,No,2013-02-01,
2322,Toni Giles,45.0,Female,Hr,Manager,High School,Married,11495.0,4,No,4,No,,
9605,Tiffany Romero,37.0,Female,Hr,Technician,High School,Married,7890.0,11,No,2,Yes,,
3853,Mr. Sean Walters,32.0,Male,Finance,Executive,Master,Married,13018.0,11,Yes,5,Yes,2020-09-07,
2045,Joseph Brewer,46.0,Female,Finance,Consultant,Phd,Divorced,6913.0,7,Yes,4,Yes,2011-05-11,
6513,Amanda Smith,43.0,Female,Hr,Manager,Master,Married,7842.0,3,No,5,Yes,,2023-08-07
1784,Alan Williams,49.0,Male,Sales,Technician,High School,Single,3889.0,1,No,1,Yes,,2025-11-20
9615,Cindy Meyer,45.0,Male,Finance,Engineer,High School,Divorced,7116.0,8,No,4,Yes,2021-06-11,
6697,Mitchell Jones,20.0,Female,R&D,Technician,Master,Single,3865.0,7,No,5,No,2011-05-04,
7332,Anna Robinson,49.0,Female,Sales,Manager,High School,Divorced,8642.0,2,No,3,Yes,,
1019,Erica Nunez,37.0,Female,Finance,Engineer,Master,Single,12103.0,10,No,4,No,,
3086,Breanna Beasley,46.0,Female,Sales,Consultant,Phd,Married,6201.0,13,No,2,Yes,,
2554,Heather Nelson,58.0,Male,Finance,Executive,Phd,Married,10470.0,8,Yes,1,Yes,,
2070,James Powell,38.0,Male,Finance,Engineer,Phd,Single,10183.0,12,Yes,2,No,2010-11-12,
6474,Sydney Mcgee,22.0,Male,Hr,Executive,Phd,Divorced,10838.0,9,Yes,5,No,,
8891,Daniel Moore,54.0,Female,Hr,Manager,Master,Married,11097.0,5,Yes,2,No,,
8281,Michelle Mccoy,49.0,Male,Sales,Manager,Bachelor,Married,6509.0,14,Yes,1,No,,
8481,Eric West,26.0,Male,Sales,Engineer,High School,Divorced,14481.0,3,Yes,5,Yes,,
9799,Steven Johnson,53.0,Female,Finance,Manager,High School,Single,3276.0,9,No,2,No,,
5347,Alyssa Marshall,23.0,Male,Finance,Executive,Phd,Married,7843.0,0,Yes,4,Yes,,
2425,Angela Gibbs,59.0,Male,Hr,Technician,Phd,Married,4374.0,1,No,3,No,,2014-06-09
3298,Andrea Garner,25.0,Female,It,Manager,Master,Single,3119.0,14,Yes,2,No,,
8373,Bradley Holmes,20.0,Male,Sales,Engineer,Bachelor,Married,7563.0,3,Yes,4,Yes,,
3437,Jeffrey Foster,47.0,Female,It,Consultant,Phd,Married,11587.0,1,Yes,1,Yes,,2013-12-04
2436,Brooke Marks,28.0,Female,It,Manager,High School,Divorced,14827.0,9,No,4,No,,2032-01-23
7446,Christopher Stephens,30.0,Male,It,Analyst,High School,Single,14301.0,2,No,5,No,,
3424,Nicole Perez,55.0,Male,R&D,Consultant,High School,Single,9046.0,11,Yes,5,No,,
8595,Thomas Brown PhD,59.0,Female,Hr,Manager,Bachelor,Divorced,10486.0,5,Yes,4,No,,
4796,Brandon Mccarthy,45.0,Male,R&D,Executive,Phd,Single,14546.0,2,No,1,No,,
6041,Travis Atkinson,34.0,Male,Finance,Manager,Bachelor,Divorced,6633.0,11,Yes,1,Yes,,
6467,Sharon Reyes PhD,33.0,Male,R&D,Consultant,Bachelor,Divorced,3174.0,3,Yes,2,Yes,,2025-04-30
4141,Pamela Wagner,58.0,Male,R&D,Analyst,Phd,Single,11942.0,3,Yes,1,No,,
7764,Kathryn Williams,30.0,Male,Sales,Engineer,High School,Single,12202.0,4,No,1,No,,
2107,Kenneth Riggs,40.0,Female,It,Manager,Master,Single,12665.0,12,Yes,1,No,,
4625,Nicole Hill,48.0,Female,Sales,Analyst,Master,Single,6700.0,1,Yes,2,No,,
3594,Jeffrey Jones,21.0,Male,Sales,Executive,High School,Single,4129.0,10,Yes,5,Yes,,
